Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week)
24.0,Male,58.86508862491523,1.547683232719051,179,152.0,52.0,1.3818306454802163,1020.888815852397,HIIT,31.1,3.3,4
22.0,Male,65.31587868257262,1.9808744940771155,172,140.0,74.0,1.9480508415527558,1312.8978338386923,Cardio,21.8,2.6,3
44.0,Male,43.73331870570279,1.604475578174867,189,169.0,74.0,1.0176262808540921,1065.2172133700833,Strength,13.6,3.5,2
16.0,Male,84.7846836550393,1.764928752276727,198,155.0,55.0,1.5041109269258897,1257.0615961997994,Strength,26.0,3.3,2
23.0,Female,72.70653398515428,1.6928198286522522,163,158.0,58.0,1.3132872768793726,806.9445133731311,HIIT,14.0,3.4,4
25.0,Female,59.264817165033406,1.9619497454093426,187,165.0,70.0,0.9932446510258698,741.6764612268648,Cardio,26.7,3.7,4
45.0,Male,129.35935946334502,1.7343522649108867,198,149.0,74.0,0.9200573689410247,962.3314126573416,Cardio,23.7,1.8,4
19.0,Male,72.57639983355625,1.659638008404443,181,122.0,50.0,0.9624291380246296,923.341092908308,Cardio,26.3,1.5,3
33.0,Female,52.983857746458206,1.6634775709522813,198,132.0,71.0,1.8793060917271194,1553.4993602746435,Cardio,15.3,2.2,3
20.0,Female,53.68240903140571,1.7762331682412151,194,137.0,66.0,1.939587564095098,1199.8016004380015,Strength,13.1,2.3,5
32.0,Female,48.20351695941404,1.8187561417936315,196,132.0,74.0,1.224737289358682,726.8459086895903,Yoga,14.5,3.2,3
23.0,Female,57.253597767979095,1.700347411174154,172,136.0,74.0,1.8393171315199928,675.5396059505566,Yoga,10.0,3.1,4
16.0,Female,42.591861347010045,1.6931747576318383,178,147.0,71.0,1.985243875504914,804.5862277219408,HIIT,17.3,3.5,4
18.0,Male,37.46325350271431,1.843727751143025,177,127.0,74.0,0.7107201825922979,354.2020978012216,Yoga,26.0,3.4,3
19.0,Male,75.49683143583904,1.8035325306606775,165,150.0,73.0,1.1154997520945993,1042.1571836157702,Cardio,24.1,3.3,3
29.0,Male,57.06241596245355,1.8900608835699788,185,167.0,73.0,0.9658478018484077,1186.2420332908011,Cardio,29.6,2.3,4
46.0,Female,75.24914037864345,1.7287110362170497,192,156.0,53.0,2.0710800574219594,1103.6821191370948,Cardio,28.4,2.4,3
55.0,Male,80.87360724329713,1.6602829510630641,164,169.0,54.0,0.7783757171616312,1234.1000916479156,HIIT,32.6,2.9,3
48.0,Female,80.23144310294857,1.6331657385254619,192,139.0,64.0,2.0343398816348204,1909.1865971253314,Yoga,24.6,2.8,2
26.0,Male,68.57159509816879,1.5893473819486623,188,131.0,60.0,0.6062987534312202,917.1466664752633,Yoga,27.4,3.6,2
26.0,Male,42.147250749116196,1.8877055679052932,180,169.0,63.0,1.1382275663326373,1101.2325980103622,Yoga,25.3,1.5,3
36.0,Male,42.04120204607499,2.015900709661045,169,138.0,72.0,1.1866493292607125,540.1671671691448,Strength,31.2,2.9,2
35.0,Male,85.3568491715552,1.624616179107825,168,126.0,56.0,1.2401057416350856,764.487514354553,Cardio,23.1,2.1,4
38.0,Male,136.85409668039654,1.8284286470038256,190,140.0,74.0,1.988518408139164,932.1703509429506,HIIT,14.9,2.5,2
53.0,Female,82.54869558180879,1.7722758834280832,189,132.0,64.0,1.3973755238684586,880.4543637293317,Strength,20.7,2.1,4
32.0,Female,58.33864937768858,1.6758518469464914,198,132.0,71.0,1.7973636036963712,1656.8331207221122,Cardio,15.3,2.2,3
29.0,Male,46.77270993754693,1.6391308604071608,189,138.0,52.0,1.296758528469357,981.0610815162175,Yoga,19.3,3.6,3
20.0,Female,95.28013028816476,1.5883742071499831,172,146.0,70.0,1.4521519695766432,1066.2626460535664,Yoga,23.5,3.2,3
28.0,Male,79.82855441901246,1.5622097304740752,194,124.0,70.0,1.366653739715636,838.6311110638134,Strength,23.6,3.3,2
16.0,Female,42.25732036038552,1.791656214118508,187,158.0,71.0,1.1222551828727847,596.9769529869345,Strength,24.1,1.7,2
16.0,Male,37.4582039997368,1.6284373296876786,177,134.0,53.0,0.9270488906344017,533.7146847679692,Strength,25.6,2.1,3
30.0,Male,67.66388761898222,1.6982209265959245,172,169.0,55.0,1.6170715317401674,745.9749791005934,HIIT,27.4,3.7,3
48.0,Male,68.70860078315566,1.8504363920006852,188,129.0,67.0,1.245578256553313,1221.13642447612,Strength,28.4,2.5,3
33.0,Male,43.19400035926527,1.691616893763025,195,153.0,59.0,1.2692037058029666,1250.7211869497355,Cardio,24.7,3.4,3
45.0,Male,124.76792222406556,1.7231022023107463,198,149.0,74.0,0.8818304127251183,971.2373282306369,Cardio,23.7,1.8,4
30.0,Male,56.9285223239019,1.7386481258092836,198,136.0,74.0,1.2469631910056558,894.2347534496317,Strength,14.5,3.6,5
44.0,Male,44.39100073651205,1.5410428924853783,193,128.0,74.0,1.1427044492012925,707.460546679728,Strength,21.1,2.4,2
30.0,Female,62.511683872386165,1.756154966556258,184,140.0,60.0,1.1545322304619792,667.7479932304685,HIIT,29.4,1.8,3
24.0,Female,51.38758256920528,1.7121162875121876,168,160.0,61.0,0.7760175747940153,833.2430687670645,Yoga,17.7,2.8,4
33.0,Female,71.45684626060552,1.8473313669898015,160,142.0,52.0,1.4406557452198543,1814.504071806425,Yoga,14.2,3.5,2
28.0,Male,80.38735147551023,1.7506596148770341,182,142.0,52.0,1.3885416764278435,1491.9649264017648,Strength,22.0,2.6,2
31.0,Female,105.69957534067608,1.759866793131347,199,131.0,74.0,0.7951680408407018,1149.365851869519,Yoga,24.1,1.9,3
26.0,Female,69.90479964099987,1.6863453687366534,163,158.0,58.0,1.3616171985717056,757.7048367049501,HIIT,14.0,3.4,4
41.0,Female,51.99150007851476,1.9068613345743668,192,137.0,72.0,1.17131938788809,1134.922070993265,Strength,16.4,2.3,3
22.0,Male,80.69766641612945,1.73961096958525,160,120.0,72.0,1.311959581139439,1550.0081529440133,Yoga,21.0,3.3,5
22.0,Male,87.10831480322497,1.7799644605731273,197,162.0,59.0,1.4878841064263777,1355.4550152469872,Cardio,28.8,3.4,3
50.0,Female,50.92916158899165,1.6666492910136432,181,169.0,74.0,1.4044861351113962,1099.1030603839654,Strength,25.5,1.5,4
25.0,Female,77.52274700618668,1.6907361750592378,161,168.0,51.0,1.2794853147877263,1369.2141403256903,Strength,22.0,3.1,4
44.0,Female,64.85021153378382,1.817143755282754,190,157.0,72.0,0.9828225504779063,879.9071415765563,Strength,22.6,2.5,3
33.0,Female,41.15756303055316,1.816923582336061,164,139.0,62.0,1.4189613833388037,602.0796050795373,Strength,15.4,2.706644144,4
55.0,Female,50.95411698983793,1.4895149031523027,168,140.0,58.0,0.8821976648668958,965.3447378281265,Cardio,27.3,3.2,2
19.0,Female,55.6846974022383,1.8581076730545734,183,128.0,74.0,1.4264748031997563,1034.057077522544,HIIT,24.8,3.3,4
33.0,Female,50.62196958647891,1.6048918272726787,181,125.0,70.0,1.712635484298313,785.4353110750392,HIIT,23.1,3.3,3
45.0,Female,115.14392362901476,1.47823400388206,186,145.0,55.0,1.5685744689439738,1230.318523676289,HIIT,25.1,3.5,2
25.0,Male,64.0905890748687,1.8233363115168681,175,129.0,66.0,2.073243639965654,880.0032247245234,Cardio,20.0,3.6,5
44.0,Female,80.37672670171742,1.7451936481200407,195,130.0,68.0,1.980321352873742,1011.257961400072,HIIT,22.1,3.4,4
51.0,Male,42.51428630006834,1.7482892652517052,191,153.0,74.0,1.886990635897958,899.6407363511918,Yoga,13.6,1.5,5
22.0,Female,76.22964276775218,1.7707980461667614,199,169.0,56.0,1.3088690345909104,1071.3851994555775,Cardio,19.7,3.4,3
18.0,Male,82.309011838518,1.6919908908740215,166,130.0,58.0,1.2055643832587908,927.4181852332963,HIIT,27.4,3.2,3
57.0,Female,53.87678352825908,1.7551322988348137,164,132.0,50.0,1.3428125820129955,480.24913477366846,HIIT,27.7,3.6,3
23.0,Male,57.09424485429974,1.9369805764537882,198,141.0,51.0,1.499537096802884,1574.657334940475,Yoga,22.7,1.8,3
19.0,Male,67.89966021461949,1.6571487378813172,166,130.0,58.0,1.265718736473021,799.7972635980879,HIIT,27.4,3.2,3
54.0,Female,77.25743612258061,1.6460157297708482,178,146.0,53.0,1.3688839094756704,1647.2988859921038,Strength,25.4,2.5,4
55.0,Female,91.18626271956036,1.6934207686251435,162,126.0,61.0,0.8730423317636155,416.877540810885,HIIT,22.7,3.3,3
20.0,Female,57.77679379071697,1.7261786833092838,191,157.0,63.0,1.3017884295403246,493.92089929719685,Strength,26.3,2.2,3
21.0,Male,65.97433566376279,1.6402631224585675,188,131.0,60.0,0.5329129442273416,977.4686783304542,Yoga,27.4,3.6,2
21.0,Female,77.40454626242852,1.6568220574954164,191,132.0,70.0,1.2349482376245804,1123.6069742256127,Strength,21.1,3.5,2
13.0,Female,37.341044575831816,1.7789912726764114,189,137.0,74.0,0.5653142910459735,854.4211760123505,Cardio,24.7,2.6,4
42.0,Female,91.94623499664391,1.5605693818353679,180,157.0,54.0,0.8198218600291751,1019.9411244225763,Cardio,26.3,1.9,5
52.0,Male,71.77425351685284,1.7614827068997958,163,147.0,57.0,0.9305322570132094,402.4930061511763,Strength,21.8,1.5,3
30.0,Male,79.81073500680027,1.755509193238258,182,142.0,52.0,1.3786227310736658,1276.8944489598193,Strength,22.0,2.6,2
20.0,Male,81.99166737783278,1.8869460266854161,186,150.0,51.0,1.397260597399383,1474.8824765083853,Yoga,27.0,2.8,3
41.0,Female,36.01426037006195,1.812705994207354,177,145.0,59.0,1.7068175371613434,1100.2571806595015,HIIT,26.6,1.5,3
45.0,Female,43.28298237616144,1.7708165388538581,177,165.0,72.0,1.382132640458352,348.74365466617223,HIIT,10.0,2.706644144,3
47.0,Male,55.8208423460657,1.74471601556185,194,161.0,68.0,1.363779714499974,933.9033123457775,Strength,28.0,3.5,2
24.0,Male,97.34959867834289,1.7349463257078932,173,169.0,58.0,0.7694781943467047,1437.6720775780661,Cardio,30.4,1.8,3
27.0,Male,109.31542223151159,1.9853592869881718,187,145.0,58.0,1.4114606060618013,998.5439464832363,Strength,25.9,2.5,3
39.0,Male,101.07763999923074,1.668911850626036,175,129.0,58.0,1.234995488767056,1682.1156354502677,Cardio,27.5,2.1,3
26.0,Male,49.84306283409438,1.6299295235596218,189,138.0,52.0,1.2456951797718652,1223.0769697876865,Yoga,19.3,3.6,3
21.0,Male,67.12497764732532,1.6508303382808969,164,160.0,74.0,1.3627638007386773,947.552795440678,Cardio,10.0,3.3,4
41.0,Male,128.26864398497008,1.7808590037735983,190,140.0,74.0,1.9853604789976125,1100.8970952602672,HIIT,14.9,2.5,2
14.0,Female,62.77375849673858,1.713280731854673,174,165.0,74.0,1.7703343024265443,536.7689463815742,Strength,27.1,2.7,4
37.0,Male,38.23029944021309,1.9100641102446585,188,131.0,54.0,1.2523134886585574,733.3170855541633,Cardio,11.9,1.9,3
16.0,Male,43.1475180171443,1.7065996958382084,190,120.0,64.0,1.2019102122892058,1419.0300821427907,Yoga,26.8,3.1,2
61.0,Male,52.77535490185843,1.8276966793559983,175,169.0,58.0,1.4104677673181618,1472.2717687510744,Cardio,24.7,2.5,5
23.0,Female,74.73787263646227,1.7082930005070427,168,162.0,71.0,1.9524553661354023,1020.0339638803529,HIIT,28.9,2.7,4
24.0,Female,64.6272572488465,1.7108952286744903,182,133.0,74.0,1.6613174478427928,941.2144129825965,Strength,28.8,1.8,3
43.0,Female,69.53256299014853,1.6909502475693152,199,139.0,74.0,1.2133070883306576,1094.1504767681038,Cardio,25.1,2.5,4
46.0,Female,64.82692706553787,1.7048294082464404,172,140.0,62.0,1.4002462574590366,1414.5038241056232,Cardio,28.6,3.6,4
13.0,Female,65.59226404178492,1.7545191594037897,176,167.0,58.0,1.1651455431110531,855.5621707069625,Strength,28.4,3.6,2
22.0,Male,49.89394312438767,1.9138742884001896,176,131.0,74.0,2.104761754203977,1655.4798288198967,Yoga,16.3,1.9,3
20.0,Male,45.91604491600349,1.779290507851638,161,136.0,57.0,2.046245760522869,407.6890278871131,Cardio,24.4,3.3,5
49.0,Female,96.17051782950523,1.992479568488947,181,146.0,72.0,1.313803930751877,977.0546535698272,Cardio,11.9,2.3,4
30.0,Female,63.79286019310989,1.6799127530851956,161,145.0,73.0,0.7166206912719836,387.2170619189822,HIIT,32.4,1.7,5
19.0,Female,61.02434726659382,1.6597208311927156,192,132.0,56.0,1.2646003071705716,1215.5122522080871,Cardio,24.2,3.4,3
28.0,Female,82.24602455597655,1.7026579815862724,179,132.0,74.0,1.1165808694286934,707.84188144892,Yoga,27.0,3.5,2
54.0,Female,48.041996729097974,1.6345079613862445,163,135.0,66.0,1.152726311677582,1836.4986038182979,Strength,15.2,1.6,4
33.0,Male,42.05887098405615,1.6416679665606444,176,156.0,59.0,1.336363899129264,628.113981617841,Yoga,15.1,3.4,4
25.0,Male,76.0544319693809,1.7388814647483644,181,128.0,61.0,1.1360416401966678,1564.6220087842996,HIIT,10.0,2.7,4
21.0,Female,66.21578942846834,1.8997513537772812,167,145.0,68.0,1.9212840864262575,1261.8246080260449,HIIT,21.9,3.5,3
36.0,Female,39.97351824432734,1.7478094537718991,173,164.0,72.0,1.2531474665389313,1336.3651466161882,HIIT,22.7,1.5,4
47.0,Male,43.69791520816824,2.0241619520674523,192,155.0,56.0,0.889350312649938,740.502987992425,Strength,24.6,2.4,3
27.0,Female,59.65489594203362,1.6376923452163499,181,169.0,71.0,1.5370648137113363,657.5168478358429,HIIT,30.6,1.6,5
31.0,Female,77.17527161945247,1.5508083077317838,178,153.0,57.0,0.8476560705982091,1264.826979889153,HIIT,25.9,3.5,2
23.0,Male,69.83222217426204,1.7444152690424064,171,134.0,50.0,1.2351222242011013,1371.7879162103754,Cardio,35.0,2.5,3
31.0,Female,40.117241876515195,1.6853276920257987,176,130.0,70.0,2.1546650358263717,1200.165594126003,HIIT,17.0,3.6,4
37.0,Male,63.00237082740029,1.9443812229826571,188,124.0,74.0,1.3196293236144694,1621.6375447267058,Yoga,22.6,1.5,2
18.0,Female,54.581349230439535,1.7960085518759759,174,125.0,50.0,1.4182207072558404,1348.2249592393878,HIIT,30.8,3.4,3
34.0,Male,83.62569006066542,1.570916188960894,197,153.0,71.0,1.8494812855895055,899.8386934991357,Yoga,26.0,3.7,5
60.0,Female,43.385941208610376,1.6399840884049337,190,123.0,57.0,1.4622106533460035,1253.604552008064,Yoga,25.2,3.2,5
18.0,Male,67.47010828931474,1.6955958929480832,197,149.0,74.0,1.4901381526558843,775.2464763222107,Yoga,16.6,2.6,5
27.0,Female,78.16038230439376,1.9553136364990387,172,132.0,61.0,1.3397952591202231,951.8531177122867,HIIT,14.9,2.7,3
49.0,Male,89.57927810382975,1.7654499620042197,183,132.0,74.0,1.300830797844493,439.8584667453476,Cardio,19.5,2.0,4
26.0,Female,56.06574692620396,1.6534846288591667,190,151.0,65.0,0.7743645042891164,1320.072458456565,Yoga,16.7,3.3,2
48.0,Female,70.4300294633998,1.759612355668046,160,150.0,74.0,1.5564530890086241,529.2325418139983,Yoga,20.0,2.6,4
19.0,Female,91.5610190252665,1.683037907179982,183,136.0,58.0,1.2359989566285978,893.632863033269,Strength,23.3,3.6,5
52.0,Female,74.62360117229142,1.7736501701766256,191,146.259322,67.0,0.7000385754112151,920.2380212027516,Cardio,15.5,3.5,3
33.0,Female,44.49281269818369,1.7537911080686466,192,146.0,63.0,2.07610785419184,705.4054547116604,Cardio,15.3,1.7,4
26.0,Male,76.21693397050662,1.9150769105973777,192,141.0,59.0,1.7262323175720258,672.1680958445522,Cardio,23.50936099,3.2,3
44.0,Female,65.80598406996818,1.664861903261497,198,155.0,54.0,0.7607577573361624,1135.3211961395027,Yoga,33.2,3.5,4
22.0,Female,92.2833222189323,1.7631953515682397,190,135.0,54.0,0.935866724065528,1321.0583484546737,Cardio,28.0,2.3,3
48.0,Female,55.417502299014004,1.7749561616480485,192,120.0,67.0,0.8685542388394389,1012.0965076681827,Cardio,24.4,3.7,4
36.0,Male,104.62616779965936,1.657281818611281,166,149.0,60.0,1.2408153748696078,767.8522382195393,HIIT,20.8,2.706644144,2
21.0,Female,114.39054778984668,1.7951448141833317,197,158.0,72.0,1.265491793370739,1025.3971488098236,Strength,23.4,3.2,2
52.0,Female,68.73475069378122,1.7122763718556049,161,158.0,65.0,1.7595875123136955,1394.7737534877856,Yoga,28.6,3.2,3
50.0,Male,95.43690361626707,1.9791309887122108,173,134.0,58.0,1.1780691180669294,1494.9955066458645,HIIT,27.7,3.7,3
26.0,Female,116.22722991459744,1.9583318781472199,188,129.0,55.0,2.147797008875582,1159.4650802715319,Yoga,10.0,2.0,2
27.0,Male,67.43216546479395,1.564934870394155,170,140.0,68.0,0.8397766344959601,995.7298192037613,Yoga,21.8,3.5,4
50.0,Male,90.9700330480296,1.7463589628933145,181,130.0,63.0,1.2233494919534864,880.3412219438881,Strength,28.2,2.3,3
38.0,Female,92.99747794393151,1.815080341327078,184,142.0,53.0,0.5810430799142948,1901.4834827255318,HIIT,24.2,1.5,3
21.0,Female,86.9455948449224,1.6315943124461159,167,129.0,60.0,1.2028534223863867,302.7252776920102,HIIT,30.8,3.4,5
52.0,Male,58.405305100128395,1.7830990458414435,196,148.0,74.0,1.469851682043143,651.2477330243753,HIIT,32.1,2.8,4
28.0,Female,64.70160217586769,1.6828764845598632,183,169.0,67.0,1.1858339372552942,1983.0888006213147,Cardio,20.0,3.2,2
21.0,Male,73.42960301460644,1.793809126975578,161,131.0,50.0,2.0820951500841574,1187.9909909215164,Strength,26.1,1.5,5
54.0,Female,36.32667543536207,1.825487816501444,194,158.0,67.0,1.3356249331887227,1586.5518485339676,Yoga,30.6,1.9,4
22.0,Female,66.04295674811941,1.7948603834649162,194,169.0,71.0,1.8167245782806867,741.7018855080875,Strength,16.7,3.2,2
15.0,Male,71.00274776901242,1.9613201262212072,177,136.0,67.0,0.6907659858296953,1181.377324791234,HIIT,29.7,3.1,2
51.0,Female,59.66178178216534,1.7454636052766765,198,140.0,50.0,1.9626336866878298,1510.094802726563,Strength,18.2,3.6,4
31.0,Female,76.80333227793275,1.6839405430500167,161,133.0,74.0,1.5722374751446744,1245.1315286579047,Cardio,26.1,2.5,4
15.0,Male,92.9013565733601,1.7220365451817568,199,145.0,65.0,1.0508946446756733,1870.3896810875158,Cardio,30.0,3.3,3
22.0,Female,71.57604613480999,1.6643074887546871,192,162.0,50.0,0.6409171977007933,1096.027074346631,Cardio,27.1,2.6,2
37.0,Female,81.00730155111818,1.8767676654868335,169,161.0,69.0,1.4860572448790574,1258.6631951946206,Cardio,24.2,1.5,4
22.0,Male,38.29277723590379,1.834722157800258,161,146.259322,74.0,1.5807331825378925,1094.855236014518,Strength,23.7,3.3,4
17.0,Female,102.09487731911383,1.7002486772343355,199,146.259322,50.0,1.6292188995797074,1073.0290733617717,Yoga,22.3,2.6,4
24.0,Female,63.40755564723021,1.8313578005889755,196,130.0,57.0,1.4370562086220613,579.8747880949439,HIIT,25.7,1.5,4
21.0,Male,96.02460428544127,1.7423881687799392,173,169.0,58.0,0.7860656110656983,1446.8855149105284,Cardio,30.4,1.8,3
58.0,Female,49.672954073216495,1.613115966208915,171,150.0,68.0,0.9746924592309378,1651.3852448902044,Strength,22.8,2.2,5
58.0,Female,76.63050902963758,1.5528882694994248,190,145.0,72.0,2.142905296160568,1015.1144431048282,Strength,23.50936099,3.3,3
33.0,Female,50.67114627644257,1.682778171818199,197,146.259322,52.0,0.9498262987638662,365.61684145542836,Cardio,27.4,3.2,3
32.0,Female,56.49109195825225,1.9259446449945605,182,163.0,72.0,1.2729874981259122,1275.254966621171,Yoga,26.0,3.4,5
39.0,Female,53.17407557111677,1.7182442926549835,169,134.0,67.0,1.4777145564106204,1920.340439181228,Yoga,24.5,2.4,3
43.0,Female,88.49067614054755,1.7231359038817307,174,160.0,63.0,1.5343966024101954,619.7478174866243,HIIT,26.0,3.7,5
30.0,Female,72.10209155375993,2.0304528739073455,193,132.0,59.0,1.2204102019621121,513.4764886719811,HIIT,34.9,3.2,3
45.0,Male,102.31916368730741,1.7558150152522576,183,132.0,74.0,1.2274800141282314,415.8734228210962,Cardio,19.5,2.0,4
55.0,Male,71.38347945169737,1.7089722063730783,160,134.0,51.0,1.609275292623673,1258.4229576184985,Strength,17.0,2.6,2
18.0,Female,74.90097655016606,1.7511381363824094,180,165.0,70.0,2.0672607353315806,762.7528525086692,HIIT,23.3,1.8,4
40.0,Female,43.98845986912778,1.5453976508413294,172,159.0,59.0,1.2025633652168592,1419.6874567669522,Yoga,19.9,3.0,3
27.0,Female,66.28245177607506,1.5727713872808642,198,135.0,67.0,1.8510631459911189,1165.2728060937538,Strength,30.5,1.5,3
24.0,Female,74.69367692206771,1.618194734347543,175,165.0,70.0,0.8774534364618266,957.4321175091313,Strength,30.1,3.0,5
49.0,Female,71.81922111685047,1.7216664757836,195,153.0,62.0,1.1338885443714037,1229.7405145812838,Yoga,14.4,3.1,3
39.0,Female,90.70831768455095,1.7562769556842668,176,126.0,72.0,1.5502334613165447,1049.347124165063,HIIT,28.0,3.3,3
18.0,Female,56.1739394363997,1.7477957121308498,194,137.0,66.0,2.000029913029922,1283.4354928117425,Strength,13.1,2.3,5
38.0,Female,87.96025363016741,1.8547162269407458,175,137.0,63.95115104,1.3548615917649178,1515.866332826305,Cardio,23.0,2.5,5
22.0,Male,39.155667348904394,1.6640938112349049,160,144.0,73.0,2.195687073703346,1092.6048565620727,Yoga,17.4,3.5,2
26.0,Female,90.21322439418685,1.6181926899375876,196,169.0,59.0,1.1196135016354753,809.7400813175037,Cardio,27.3,2.1,3
50.0,Male,36.85557033403637,1.936970760749029,168,144.0,55.0,1.5655000623927589,719.076203164087,Cardio,16.0,2.5,5
27.0,Male,43.47318674831776,1.6116405718338573,190,125.0,68.0,1.1025672965381905,1305.771462246215,Strength,21.1,2.7,2
44.0,Female,64.17957307969384,1.9030833343459816,177,153.0,74.0,1.2233960849697654,750.6675955998619,Strength,23.5,1.6,3
17.0,Male,95.32650891508854,1.8206328113191759,168,168.0,69.0,1.8829838633518658,1005.8490180625134,Strength,17.3,2.6,5
16.0,Male,87.5301881803241,1.8904632983289145,167,143.0,73.0,1.3461455265271964,1848.940356997036,Cardio,27.1,3.1,3
41.0,Female,73.12227368214221,1.6403117422495157,173,169.0,66.0,1.101125428438192,1016.1332402581338,Strength,28.3,1.5,2
45.0,Male,38.50041743042859,1.751320443917095,166,169.0,59.0,1.3400952332788192,971.4797687680293,Yoga,19.7,1.6,4
19.0,Male,83.48948701085332,1.4994679246969311,182,169.0,64.0,1.0843408831785257,935.905694711325,Strength,31.4,3.1,3
55.0,Male,77.76757253776472,1.8157112368563906,197,126.0,73.0,1.2458743600335729,809.5242130667408,Cardio,29.2,1.8,2
34.47541899,Male,97.69163593775731,1.5428551583722023,197,135.0,59.0,1.1462292166531565,1589.4678282870298,Cardio,25.9,3.2,3
20.0,Female,59.35676621028297,1.7762522097196118,178,127.0,65.0,1.4580508522127926,524.7032021077038,Strength,29.2,3.7,4
21.0,Female,93.64360564045158,2.00412274730641,166,131.0,73.0,1.3527101318702035,1722.1343745970805,Cardio,27.1,3.2,3
45.0,Male,109.33813821062905,1.8810936616965397,162,165.0,74.0,1.4680291519354811,822.1585653653516,Strength,22.2,1.9,4
33.0,Male,78.78759334868339,1.8892475501002324,189,142.0,58.0,1.4904376356526463,872.6849615334405,Cardio,28.2,3.6,2
21.0,Male,51.516254493225844,1.7236774880323145,196,143.0,53.0,1.511219221131457,1120.1458854554141,Yoga,21.6,2.7,4
29.0,Male,64.98974309123582,1.841276873972088,191,152.0,60.0,1.782709786267317,1117.4531022711233,Strength,31.5,1.5,4
54.0,Female,76.09345885308704,1.5207543862768735,176,123.0,74.0,1.5429537812425451,1056.3881352680892,Cardio,30.5,3.4,3
39.0,Female,86.4671506894079,1.85472626720071,171,130.0,67.0,1.4693040341925752,768.5747091458542,Strength,10.0,2.0,4
28.0,Female,122.38539006018075,1.6966282839884799,165,135.0,58.0,1.5116075989062476,967.6964236838857,Yoga,26.2,3.3,4
31.0,Male,90.5654043580065,1.5453451260796967,194,124.0,70.0,1.3068766791947255,837.0114460617658,Strength,23.6,3.3,2
43.0,Male,65.29358323126542,1.6297903105476512,194,121.0,55.0,1.1810659011374778,801.6358614569328,Cardio,24.5,2.0,4
16.0,Male,55.52817404305723,2.0134178476747056,179,133.0,63.95115104,1.7076980139540106,1219.1145500652956,Strength,19.8,2.7,3
26.0,Female,62.979655196299845,1.9677498318563449,184,169.0,55.0,1.5142442661478417,767.0532182912733,Strength,32.4,2.5,5
31.0,Male,64.8817137806531,1.9053560101456628,189,168.0,56.0,1.1459441576703064,1366.0790608249397,Yoga,16.3,3.5,2
30.0,Male,73.76237991829912,1.8062883429222232,164,161.0,69.0,1.1008195536721241,1109.431892790866,Cardio,17.0,3.0,3
31.0,Male,47.96808024045088,1.864578649084535,171,149.0,74.0,1.4177609000711198,512.733372333075,Cardio,23.50936099,3.6,3
15.0,Male,54.76414124024859,1.7968641043126945,191,123.0,74.0,1.5105582354829725,653.4032819579795,Strength,25.9,3.4,2
37.0,Male,61.458869827974475,1.6306944170171842,169,141.0,53.0,1.800492456849754,1026.53801098786,Yoga,24.0,2.3,2
30.0,Female,54.093487632808625,1.5879608292496505,172,164.0,53.0,1.9590005508385482,1165.7509783132555,Strength,20.6,3.4,4
30.0,Female,66.68489259692814,1.7810511194846639,194,152.0,66.0,1.2598348724064699,671.287740402533,HIIT,25.2,1.8,2
43.0,Female,64.28728532100371,1.6045540433434156,193,169.0,55.0,1.5876552631787513,1130.5756732375137,Strength,27.9,3.7,4
18.0,Female,85.97999726251918,1.6847352575175791,197,155.0,61.0,2.01280026134543,939.9872280741723,Strength,20.7,2.4,3
23.0,Female,60.25247162880955,1.8142747946419708,196,130.0,57.0,1.305463269627904,647.4590596243025,HIIT,25.7,1.5,4
26.0,Female,110.88179079220272,1.95195001679768,188,129.0,55.0,2.0892641044826084,1229.9277673302736,Yoga,10.0,2.0,2
24.0,Female,42.19606224938132,1.7662840689368746,176,122.0,73.0,1.4223205919635518,1310.294609388104,HIIT,10.0,3.7,3
44.0,Male,71.73802881642995,1.8226049600202372,188,122.0,73.0,1.5364245460406076,308.42360963696603,HIIT,23.4,1.5,4
39.0,Male,59.613245623507204,1.6937750995082865,187,139.0,50.0,1.209226759868866,1229.9808420145287,Yoga,20.9,3.7,4
29.0,Female,58.95148366985645,1.9802858049649608,173,131.0,71.0,1.5549013836042531,728.8701675681484,Strength,24.1,1.9,3
39.0,Male,74.65175349582745,1.5771717875521423,169,138.0,67.0,1.047664282048062,869.2525992622942,Strength,32.4,3.0,4
20.0,Female,56.874870431667176,1.7507660781212777,183,149.0,74.0,1.555090756977728,806.506935481783,Strength,25.3,2.6,2
58.0,Female,77.31569602193446,1.6329795867376762,172,165.0,55.0,1.1376464701070765,1130.8928279070863,HIIT,15.4,3.4,3
28.0,Male,53.97596826882599,1.769269459413371,179,157.0,74.0,1.5804580553703984,1098.6910040746357,Yoga,21.3,1.5,2
17.0,Male,63.84450673271093,1.8951215540729789,161,147.0,51.0,1.771584154009431,1071.6213246743664,Strength,24.0,3.3,2
49.0,Male,41.15714264150025,1.761281729699858,175,127.0,73.0,1.12033077009793,1118.7782228653377,Yoga,24.7,2.4,3
47.0,Male,86.16900936420818,1.6046796923235522,170,153.0,57.0,1.4388655776281771,1305.9487366212702,Strength,10.0,3.3,3
51.0,Female,61.92588174232669,1.6725142005706368,164,156.0,67.0,1.635991658575706,723.6260850563156,Cardio,33.1,2.8,3
